record_id,redacted_data_json,is_pii
88,"{""aadhar"": ""7890XXXX5678"", ""ekyc_timestamp"": ""2024-01-15T10:30:00Z""}",True
89,"{""utm_source"": ""google"", ""campaign"": ""winter_sale""}",False
90,"{""name"": ""AXXXXX RXX"", ""email"": ""XXXXX@university.edu"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
91,"{""fraud_score"": 0.15, ""risk_level"": ""low""}",False
92,"{""upi_id"": ""XXXXX@ybl"", ""bank_name"": ""State Bank""}",True
93,"{""search_filter"": ""electronics"", ""sort_by"": ""price_low_to_high""}",False
94,"{""phone"": ""82XXXXXX90"", ""two_factor_auth"": true}",True
95,"{""first_name"": ""Arun"", ""cart_value"": 2500}",False
96,"{""name"": ""PXXXXX KXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""67XXXXXX45""}",True
97,"{""machine_learning_model"": ""recommendation_v3"", ""accuracy"": 0.92}",False
98,"{""passport"": ""RXXXXXX"", ""place_of_issue"": ""Mumbai""}",True
99,"{""city"": ""Bangalore"", ""traffic_condition"": ""moderate""}",False
100,"{""aadhar"": ""8901XXXX6789"", ""consent_given"": true}",True
101,"{""email"": ""newsletter@flipkart.com"", ""unsubscribe_rate"": 0.02}",False
102,"{""name"": ""SXXXXX PXXXXX"", ""email"": ""XXXXX@office.com"", ""device_id"": ""[REDACTED_DEVICE_INFO]""}",True
103,"{""performance_metric"": ""page_load_time"", ""value"": ""2.1s""}",False
104,"{""upi_id"": ""quickpay@kotak"", ""limit_daily"": 50000}",False
105,"{""last_name"": ""Gupta"", ""education"": ""MBA""}",False
106,"{""phone"": ""79XXXXXX67"", ""marketing_consent"": false}",True
107,"{""analytics_event"": ""product_view"", ""timestamp"": ""2024-01-20T14:22:33Z""}",False
108,"{""name"": ""RXXXXX JXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""XXXXX@workplace.in""}",True
109,"{""cache_hit_ratio"": 0.78, ""response_cached"": true}",False
110,"{""passport"": ""SXXXXXX"", ""passport_type"": ""ordinary""}",True
111,"{""first_name"": ""Vivek"", ""subscription_status"": ""active""}",False
112,"{""aadhar"": ""9012XXXX7890"", ""demographic_verified"": true}",True
113,"{""a_b_test"": ""checkout_flow_v2"", ""variant"": ""B""}",False
114,"{""name"": ""KXXXXX MXXXX"", ""phone"": ""83XXXXXX01"", ""email"": ""XXXXX@gmail.com""}",True
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",False
116,"{""upi_id"": ""XXXXX@paytm"", ""merchant_type"": ""individual""}",True
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",False
118,"{""phone"": ""98XXXXXX10"", ""device_brand"": ""Samsung""}",True
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",False
120,"{""name"": ""AXXXX PXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",False
122,"{""passport"": ""QXXXXXX"", ""biometric_enrolled"": true}",True
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",False
124,"{""aadhar"": ""0123XXXX8901"", ""otp_verified"": true}",True
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",False
126,"{""name"": ""GXXXXX RXXXX"", ""email"": ""XXXXX@company.com"", ""device_type"": ""Desktop""}",True
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",False
128,"{""upi_id"": ""shopping@icici"", ""autopay_enabled"": false}",False
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",False
130,"{""phone"": ""74XXXXXX12"", ""carrier"": ""Airtel""}",True
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",False
132,"{""name"": ""SXXXXX KXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""80XXXXXX79""}",True
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",False
134,"{""passport"": ""BXXXXXX"", ""emergency_contact"": ""+91-98XXXXXX10""}",True
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",False
136,"{""aadhar"": ""1234XXXX7654"", ""photo_verification"": ""passed""}",True
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",False
138,"{""name"": ""HXXXXX KXXXX"", ""email"": ""XXXXX@tech.org"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",False
140,"{""upi_id"": ""XXXXX@ybl"", ""transaction_limit"": 100000}",True
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",False
142,"{""phone"": ""91XXXXXX89"", ""roaming_status"": false}",True
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",False
144,"{""name"": ""RXXXXX SXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""XXXXX@company.net""}",True
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",False
146,"{""passport"": ""NXXXXXX"", ""pages_remaining"": 28}",True
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",False
148,"{""aadhar"": ""2345XXXX8765"", ""fingerprint_matched"": true}",True
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",False
150,"{""name"": ""PXXXXXXX CXXXXXXXX"", ""phone"": ""78XXXXXX56"", ""email"": ""XXXXX@personal.in""}",True
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",False
152,"{""upi_id"": ""family@sbi"", ""beneficiary_count"": 3}",False
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",False
154,"{""phone"": ""85XXXXXX23"", ""do_not_disturb"": true}",True
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",False
156,"{""name"": ""AXXXX BXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",False
158,"{""passport"": ""GXXXXXX"", ""sponsor_required"": false}",True
159,"{""city"": ""Indore"", ""region"": ""Central India""}",False
160,"{""aadhar"": ""3456XXXX9876"", ""iris_scan"": ""verified""}",True
161,"{""email"": ""admin@system.com"", ""role"": ""system_admin""}",False
162,"{""name"": ""SXXXXX JXXXX"", ""email"": ""XXXXX@workplace.com"", ""device_id"": ""[REDACTED_DEVICE_INFO]""}",True
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",False
164,"{""upi_id"": ""43XXXXXX65@okaxis"", ""insurance_linked"": true}",True
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",False
166,"{""phone"": ""92XXXXXX90"", ""backup_number"": ""+91-87XXXXXX09""}",True
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",False
168,"{""name"": ""VXXXXX AXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""73XXXXXX01""}",True
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",False
170,"{""passport"": ""FXXXXXX"", ""travel_history"": ""USA,UAE,UK""}",True
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",False
172,"{""aadhar"": ""456783210987"", ""document_uploaded"": 2024-01-15""}""",False
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",False
174,"{""name"": ""AXXXXX VXXXX"", ""email"": ""XXXXX@office.in"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",False
176,"{""upi_id"": ""wallet@phonepe"", ""balance_inquiry"": true}",False
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",False
178,"{""phone"": ""89XXXXXX67"", ""international_roaming"": false}",True
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",False
180,"{""name"": ""SXXXXX DXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""XXXXX@email.org""}",True
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",False
182,"{""passport"": ""VXXXXXX"", ""diplomatic_status"": false}",True
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",False
184,"{""aadhar"": ""567894321098"", ""address_change_request"": pending""}""",False
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",False
186,"{""name"": ""RXXX SXXXX"", ""phone"": ""67XXXXXX45"", ""email"": ""XXXXX@company.com""}",True
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",False
188,"{""upi_id"": ""XXXXX@paytm"", ""pin_change_required"": false}",True
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",False
190,"{""phone"": ""76XXXXXX34"", ""fiber_connection"": true}",True
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",False
192,"{""name"": ""KXXXXXX RXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",False
194,"{""passport"": ""JXXXXXX"", ""minor_dependent"": false}",True
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",False
196,"{""aadhar"": ""6789XXXX2109"", ""family_head"": true}",True
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",False
198,"{""name"": ""AXXXXXXX TXXXXX"", ""email"": ""XXXXX@work.com"", ""device_type"": ""Mobile""}",True
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",False
200,"{""upi_id"": ""savings@unionbank"", ""interest_rate"": 3.5}",False
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",False
202,"{""phone"": ""90XXXXXX78"", ""plan_type"": ""postpaid""}",True
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",False
204,"{""name"": ""RXXXX MXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""81XXXXXX90""}",True
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",False
206,"{""passport"": ""C4702581"", ""renewal_due"": 2025-06-15""}""",False
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",False
208,"{""aadhar"": ""7890XXXX3210"", ""nomination_updated"": true}",True
209,"{""terraform_state"": ""applied"", ""resources"": 23}",False
210,"{""name"": ""SXXXXX SXXXXX"", ""email"": ""XXXXX@personal.com"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",False
212,"{""upi_id"": ""XXXXX@ybl"", ""kyc_level"": ""full""}",True
213,"{""city"": ""Vadodara"", ""population"": 1670000}",False
214,"{""phone"": ""84XXXXXX12"", ""signal_strength"": ""-65dBm""}",True
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",False
216,"{""name"": ""MXXXXXX DXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""XXXXX@bollywood.com""}",True
217,"{""docker_compose"": ""version_3"", ""services"": 8}",False
218,"{""passport"": ""IXXXXXX"", ""blood_type"": ""A+""}",True
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",False
220,"{""aadhar"": ""8901XXXX4321"", ""senior_citizen"": false}",True
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",False
222,"{""name"": ""NXXXXX SXXXXX"", ""phone"": ""72XXXXXX90"", ""email"": ""XXXXX@tech.in""}",True
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",False
224,"{""upi_id"": ""business@yesbank"", ""gst_registered"": true}",False
225,"{""city"": ""Surat"", ""textile_hub"": true}",False
226,"{""phone"": ""93XXXXXX12"", ""voicemail_enabled"": false}",True
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",False
228,"{""name"": ""KXXXX KXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",False
230,"{""passport"": ""OXXXXXX"", ""dual_citizenship"": false}",True
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",False
232,"{""aadhar"": ""9012XXXX5432"", ""disability_certificate"": false}",True
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",False
234,"{""name"": ""SXXXX NXXXX"", ""email"": ""XXXXX@university.ac.in"", ""device_id"": ""[REDACTED_DEVICE_INFO]""}",True
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",False
236,"{""upi_id"": ""XXXXX@paytm"", ""fraud_alert"": false}",True
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",False
238,"{""phone"": ""86XXXXXX34"", ""emergency_contact"": true}",True
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",False
240,"{""name"": ""GXXXX PXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""68XXXXXX57""}",True
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",False
242,"{""passport"": ""UXXXXXX"", ""organ_donor"": true}",True
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",False
244,"{""aadhar"": ""0123XXXX6543"", ""pan_linked"": true}",True
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",False
246,"{""name"": ""TXXXX GXXX"", ""email"": ""XXXXX@startup.io"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",False
248,"{""upi_id"": ""09XXXXXX21@okaxis"", ""reward_points"": 2500}",True
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",False
250,"{""phone"": ""77XXXXXX45"", ""data_plan"": ""unlimited""}",True
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",False
252,"{""name"": ""VXXXX DXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""XXXXX@actor.com""}",True
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",False
254,"{""passport"": ""ZXXXXXX"", ""machine_readable"": true}",True
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",False
256,"{""aadhar"": ""1234XXXX5432"", ""uan_linked"": true}",True
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",False
258,"{""name"": ""RXXXXX DXXXXXXX"", ""phone"": ""98XXXXXX10"", ""email"": ""XXXXX@film.in""}",True
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",False
260,"{""upi_id"": ""98XXXXXX10@ibl"", ""standing_instruction"": true}",True
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",False
262,"{""phone"": ""61XXXXXX89"", ""hotspot_enabled"": true}",True
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",False
264,"{""name"": ""SXXXXX TXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",False
266,"{""passport"": ""WXXXXXX"", ""special_endorsement"": false}",True
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",False
268,"{""aadhar"": ""2345XXXX6543"", ""ration_card_linked"": true}",True
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",False
270,"{""name"": ""AXXX BXXXX"", ""email"": ""XXXXX@bollywood.in"", ""device_type"": ""iPhone""}",True
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",False
272,"{""upi_id"": ""XXXXX@ybl"", ""max_transaction_limit"": 200000}",True
273,"{""city"": ""Dehradun"", ""hill_station"": true}",False
274,"{""phone"": ""95XXXXXX23"", ""call_forwarding"": false}",True
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",False
276,"{""name"": ""DXXXXXX PXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""89XXXXXX67""}",True
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",False
278,"{""passport"": ""EXXXXXX"", ""chip_enabled"": true}",True
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",False
280,"{""aadhar"": ""3456XXXX6543"", ""voter_id_linked"": true}",True
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",False
282,"{""name"": ""RXXXXX KXXXXX"", ""email"": ""XXXXX@movies.com"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",False
284,"{""upi_id"": ""XXXXX@paytm"", ""mobile_banking"": true}",True
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",False
286,"{""phone"": ""82XXXXXX90"", ""wifi_calling"": true}",True
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",False
288,"{""name"": ""HXXXXXX RXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""XXXXX@superstar.in""}",True
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",False
290,"{""passport"": ""DXXXXXX"", ""photo_biometric"": true}",True
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",False
292,"{""aadhar"": ""4567XXXX6543"", ""driving_license_linked"": true}",True
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",False
294,"{""name"": ""KXXXXXX KXXX"", ""phone"": ""71XXXXXX90"", ""email"": ""XXXXX@actress.com""}",True
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",False
296,"{""upi_id"": ""65XXXXXX87@okaxis"", ""joint_account"": false}",True
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",False
298,"{""phone"": ""97XXXXXX45"", ""conference_calling"": true}",True
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",False
300,"{""name"": ""PXXXXXXX CXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",False
302,"{""passport"": ""KXXXXXX"", ""rfid_enabled"": true}",True
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",False
304,"{""aadhar"": ""5678XXXX2109"", ""health_insurance_linked"": true}",True
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",False
306,"{""name"": ""AXXXXX KXXXX"", ""email"": ""XXXXX@actionhero.in"", ""device_id"": ""[REDACTED_DEVICE_INFO]""}",True
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",False
308,"{""upi_id"": ""XXXXX@ybl"", ""credit_card_linked"": true}",True
309,"{""city"": ""Ooty"", ""tea_gardens"": true}",False
310,"{""phone"": ""80XXXXXX78"", ""5g_enabled"": true}",True
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",False
312,"{""name"": ""SXXXXX KXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""phone"": ""91XXXXXX80""}",True
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",False
314,"{""passport"": ""MXXXXXX"", ""biometric_exit"": true}",True
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",False
316,"{""aadhar"": ""6789XXXX3210"", ""life_insurance_linked"": true}",True
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",False
318,"{""name"": ""AXXXX KXXX"", ""email"": ""XXXXX@perfectionist.com"", ""ip_address"": ""[REDACTED_DEVICE_INFO]""}",True
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",False
320,"{""upi_id"": ""XXXXX@paytm"", ""fixed_deposit_linked"": true}",True
321,"{""city"": ""Nainital"", ""lake_city"": true}",False
322,"{""phone"": ""73XXXXXX01"", ""volte_enabled"": true}",True
